,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation
0,total,2393.0,1165.0,593.0,572.0,0.62,0.12,0.86,0.64,2017,alabama,0.05
1,native,15.0,1049.0,538.0,511.0,0.47,0.27,0.73,0.47,2017,alabama,0.05
2,asian,199.0,1272.0,608.0,664.0,0.78,0.06,0.84,0.87,2017,alabama,0.05
3,black,501.0,992.0,513.0,479.0,0.26,0.35,0.64,0.28,2017,alabama,0.05
4,latino,112.0,1135.0,576.0,559.0,0.6,0.14,0.86,0.6,2017,alabama,0.05
5,pacific,0.0,,,,,,,,2017,alabama,0.05
6,white,1436.0,1217.0,622.0,595.0,0.73,0.05,0.94,0.74,2017,alabama,0.05
7,multi,78.0,1164.0,597.0,567.0,0.63,0.09,0.87,0.67,2017,alabama,0.05
8,no_race,52.0,1086.0,555.0,532.0,0.5,0.17,0.81,0.52,2017,alabama,0.05
9,female,1363.0,1143.0,589.0,554.0,0.57,0.13,0.86,0.58,2017,alabama,0.05
10,male,1030.0,1194.0,599.0,596.0,0.69,0.12,0.86,0.72,2017,alabama,0.05
11,total,2971.0,1080.0,547.0,533.0,0.5,0.21,0.76,0.53,2017,alaska,0.38
12,native,218.0,959.0,482.0,477.0,0.23,0.48,0.49,0.27,2017,alaska,0.38
13,asian,252.0,1048.0,521.0,526.0,0.44,0.26,0.67,0.52,2017,alaska,0.38
14,black,75.0,963.0,489.0,474.0,0.28,0.45,0.52,0.31,2017,alaska,0.38
15,latino,231.0,1059.0,538.0,521.0,0.47,0.24,0.74,0.49,2017,alaska,0.38
16,pacific,32.0,900.0,459.0,441.0,0.16,0.56,0.44,0.16,2017,alaska,0.38
17,white,1705.0,1118.0,568.0,550.0,0.58,0.14,0.85,0.6,2017,alaska,0.38
18,multi,317.0,1069.0,539.0,529.0,0.49,0.23,0.73,0.52,2017,alaska,0.38
19,no_race,141.0,1024.0,523.0,501.0,0.33,0.3,0.69,0.34,2017,alaska,0.38
20,female,1621.0,1068.0,546.0,522.0,0.46,0.22,0.76,0.48,2017,alaska,0.38
21,male,1350.0,1094.0,549.0,546.0,0.55,0.2,0.77,0.58,2017,alaska,0.38
22,total,20466.0,1116.0,563.0,553.0,0.59,0.16,0.82,0.61,2017,arizona,0.3
23,native,236.0,989.0,496.0,493.0,0.32,0.38,0.59,0.36,2017,arizona,0.3
24,asian,1352.0,1205.0,591.0,615.0,0.75,0.07,0.88,0.8,2017,arizona,0.3
25,black,940.0,1023.0,519.0,504.0,0.37,0.31,0.67,0.39,2017,arizona,0.3
26,latino,6481.0,1045.0,528.0,517.0,0.43,0.27,0.71,0.46,2017,arizona,0.3
27,pacific,44.0,1056.0,529.0,527.0,0.43,0.25,0.75,0.43,2017,arizona,0.3
28,white,10007.0,1164.0,588.0,576.0,0.7,0.08,0.91,0.71,2017,arizona,0.3
29,multi,731.0,1161.0,586.0,575.0,0.68,0.09,0.9,0.69,2017,arizona,0.3
30,no_race,675.0,1045.0,531.0,513.0,0.42,0.25,0.72,0.45,2017,arizona,0.3
31,female,11367.0,1100.0,561.0,539.0,0.54,0.16,0.82,0.55,2017,arizona,0.3
32,male,9099.0,1136.0,565.0,571.0,0.65,0.16,0.82,0.68,2017,arizona,0.3
33,total,1065.0,1208.0,614.0,594.0,0.71,0.11,0.88,0.72,2017,arkansas,0.03
34,native,1.0,,,,,,,,2017,arkansas,0.03
35,asian,90.0,1264.0,603.0,661.0,0.78,0.07,0.84,0.87,2017,arkansas,0.03
36,black,91.0,1051.0,538.0,513.0,0.38,0.32,0.68,0.38,2017,arkansas,0.03
37,latino,100.0,1066.0,542.0,524.0,0.43,0.26,0.71,0.46,2017,arkansas,0.03
38,pacific,0.0,,,,,,,,2017,arkansas,0.03
39,white,716.0,1242.0,635.0,607.0,0.78,0.06,0.93,0.79,2017,arkansas,0.03
40,multi,50.0,1237.0,627.0,610.0,0.76,0.1,0.9,0.76,2017,arkansas,0.03
41,no_race,17.0,1064.0,549.0,515.0,0.47,0.41,0.59,0.47,2017,arkansas,0.03
42,female,605.0,1176.0,605.0,572.0,0.64,0.12,0.86,0.66,2017,arkansas,0.03
43,male,460.0,1249.0,625.0,624.0,0.79,0.09,0.89,0.81,2017,arkansas,0.03
44,total,226699.0,1055.0,531.0,524.0,0.45,0.27,0.7,0.47,2017,california,0.53
45,native,802.0,997.0,504.0,494.0,0.33,0.35,0.63,0.35,2017,california,0.53
46,asian,33123.0,1145.0,561.0,584.0,0.65,0.14,0.81,0.7,2017,california,0.53
47,black,12509.0,961.0,492.0,470.0,0.23,0.43,0.55,0.25,2017,california,0.53
48,latino,111675.0,992.0,502.0,490.0,0.31,0.38,0.6,0.33,2017,california,0.53
49,pacific,979.0,1022.0,513.0,508.0,0.38,0.3,0.67,0.41,2017,california,0.53
50,white,52080.0,1153.0,583.0,570.0,0.67,0.1,0.89,0.68,2017,california,0.53
51,multi,8924.0,1139.0,575.0,564.0,0.63,0.12,0.86,0.64,2017,california,0.53
52,no_race,6607.0,988.0,501.0,488.0,0.31,0.4,0.58,0.34,2017,california,0.53
53,female,125088.0,1041.0,529.0,512.0,0.4,0.28,0.7,0.42,2017,california,0.53
54,male,101611.0,1073.0,534.0,540.0,0.51,0.26,0.71,0.54,2017,california,0.53
55,total,5896.0,1201.0,606.0,595.0,0.73,0.1,0.89,0.75,2017,colorado,0.11
56,native,31.0,1111.0,562.0,549.0,0.52,0.19,0.77,0.55,2017,colorado,0.11
57,asian,452.0,1262.0,616.0,646.0,0.81,0.05,0.9,0.86,2017,colorado,0.11
58,black,168.0,1057.0,542.0,515.0,0.42,0.26,0.73,0.43,2017,colorado,0.11
59,latino,886.0,1115.0,564.0,551.0,0.57,0.21,0.78,0.58,2017,colorado,0.11
60,pacific,12.0,1098.0,561.0,537.0,0.58,0.17,0.83,0.58,2017,colorado,0.11
61,white,3763.0,1239.0,626.0,613.0,0.81,0.04,0.95,0.82,2017,colorado,0.11
62,multi,267.0,1232.0,622.0,609.0,0.77,0.06,0.94,0.78,2017,colorado,0.11
63,no_race,317.0,964.0,494.0,470.0,0.29,0.45,0.53,0.31,2017,colorado,0.11
64,female,3285.0,1188.0,606.0,582.0,0.71,0.09,0.9,0.71,2017,colorado,0.11
65,male,2611.0,1216.0,606.0,610.0,0.77,0.1,0.88,0.79,2017,colorado,0.11
66,total,43252.0,1041.0,530.0,512.0,0.43,0.31,0.68,0.44,2017,connecticut,1.0
67,native,130.0,964.0,490.0,475.0,0.24,0.48,0.51,0.25,2017,connecticut,1.0
68,asian,2089.0,1192.0,581.0,611.0,0.7,0.12,0.83,0.75,2017,connecticut,1.0
69,black,4733.0,908.0,466.0,442.0,0.15,0.57,0.42,0.17,2017,connecticut,1.0
70,latino,8095.0,936.0,479.0,458.0,0.22,0.52,0.47,0.23,2017,connecticut,1.0
71,pacific,34.0,1024.0,528.0,496.0,0.44,0.24,0.76,0.44,2017,connecticut,1.0
72,white,23583.0,1112.0,566.0,546.0,0.56,0.16,0.83,0.58,2017,connecticut,1.0
73,multi,1119.0,1086.0,553.0,532.0,0.5,0.22,0.76,0.51,2017,connecticut,1.0
74,no_race,3469.0,887.0,454.0,432.0,0.15,0.61,0.37,0.16,2017,connecticut,1.0
75,female,21199.0,1043.0,536.0,507.0,0.41,0.29,0.7,0.42,2017,connecticut,1.0
76,male,22053.0,1040.0,524.0,515.0,0.44,0.33,0.65,0.45,2017,connecticut,1.0
77,total,10060.0,996.0,503.0,492.0,0.33,0.4,0.58,0.35,2017,delaware,1.0
78,native,45.0,897.0,458.0,439.0,0.16,0.51,0.49,0.16,2017,delaware,1.0
79,asian,373.0,1162.0,567.0,595.0,0.64,0.15,0.78,0.71,2017,delaware,1.0
80,black,2108.0,899.0,454.0,444.0,0.14,0.61,0.37,0.16,2017,delaware,1.0
81,latino,1236.0,937.0,473.0,464.0,0.22,0.52,0.46,0.23,2017,delaware,1.0
82,pacific,6.0,,,,,,,,2017,delaware,1.0
83,white,4937.0,1064.0,539.0,524.0,0.47,0.25,0.73,0.48,2017,delaware,1.0
84,multi,372.0,1039.0,529.0,511.0,0.41,0.28,0.71,0.42,2017,delaware,1.0
85,no_race,983.0,859.0,431.0,428.0,0.1,0.7,0.28,0.12,2017,delaware,1.0
86,female,5096.0,993.0,507.0,486.0,0.31,0.39,0.6,0.32,2017,delaware,1.0
87,male,4964.0,998.0,499.0,499.0,0.36,0.42,0.56,0.38,2017,delaware,1.0
88,total,4801.0,950.0,482.0,468.0,0.28,0.54,0.44,0.29,2017,district-columbia,1.0
89,native,21.0,838.0,419.0,419.0,0.1,0.86,0.14,0.1,2017,district-columbia,1.0
90,asian,99.0,1134.0,557.0,577.0,0.59,0.17,0.78,0.64,2017,district-columbia,1.0
91,black,2705.0,873.0,444.0,429.0,0.14,0.65,0.33,0.15,2017,district-columbia,1.0
92,latino,752.0,938.0,477.0,460.0,0.25,0.55,0.43,0.26,2017,district-columbia,1.0
93,pacific,4.0,,,,,,,,2017,district-columbia,1.0
94,white,669.0,1287.0,656.0,631.0,0.85,0.03,0.97,0.86,2017,district-columbia,1.0
95,multi,171.0,1081.0,549.0,533.0,0.46,0.33,0.64,0.49,2017,district-columbia,1.0
96,no_race,380.0,823.0,411.0,411.0,0.13,0.78,0.19,0.15,2017,district-columbia,1.0
97,female,2365.0,944.0,483.0,461.0,0.25,0.54,0.45,0.26,2017,district-columbia,1.0
98,male,2436.0,955.0,481.0,474.0,0.3,0.54,0.44,0.32,2017,district-columbia,1.0
99,total,147058.0,1017.0,520.0,497.0,0.36,0.34,0.64,0.38,2017,florida,0.83
100,native,603.0,920.0,471.0,450.0,0.2,0.56,0.43,0.21,2017,florida,0.83
101,asian,5343.0,1140.0,561.0,578.0,0.62,0.17,0.78,0.67,2017,florida,0.83
102,black,29417.0,914.0,470.0,444.0,0.16,0.56,0.42,0.17,2017,florida,0.83
103,latino,49062.0,1003.0,515.0,488.0,0.33,0.36,0.63,0.34,2017,florida,0.83
104,pacific,217.0,960.0,492.0,467.0,0.24,0.48,0.51,0.25,2017,florida,0.83
105,white,51758.0,1089.0,556.0,533.0,0.52,0.2,0.79,0.53,2017,florida,0.83
106,multi,4681.0,1054.0,540.0,514.0,0.43,0.26,0.73,0.45,2017,florida,0.83
107,no_race,5977.0,891.0,458.0,433.0,0.14,0.62,0.37,0.16,2017,florida,0.83
108,female,77604.0,1015.0,524.0,491.0,0.34,0.33,0.66,0.35,2017,florida,0.83
109,male,69454.0,1020.0,516.0,503.0,0.39,0.36,0.62,0.41,2017,florida,0.83
110,total,63805.0,1050.0,535.0,515.0,0.41,0.26,0.72,0.43,2017,georgia,0.61
111,native,145.0,1001.0,508.0,493.0,0.3,0.34,0.62,0.34,2017,georgia,0.61
112,asian,3339.0,1159.0,566.0,593.0,0.66,0.14,0.81,0.71,2017,georgia,0.61
113,black,21467.0,957.0,490.0,467.0,0.21,0.45,0.54,0.22,2017,georgia,0.61
114,latino,7104.0,1023.0,520.0,503.0,0.36,0.31,0.67,0.38,2017,georgia,0.61
115,pacific,53.0,1032.0,522.0,511.0,0.42,0.26,0.7,0.45,2017,georgia,0.61
116,white,28114.0,1115.0,569.0,546.0,0.56,0.13,0.86,0.57,2017,georgia,0.61
117,multi,2191.0,1084.0,554.0,530.0,0.48,0.18,0.81,0.49,2017,georgia,0.61
118,no_race,1392.0,1001.0,513.0,488.0,0.29,0.35,0.64,0.3,2017,georgia,0.61
119,female,35279.0,1038.0,534.0,504.0,0.37,0.27,0.72,0.38,2017,georgia,0.61
120,male,28526.0,1065.0,536.0,528.0,0.47,0.26,0.72,0.49,2017,georgia,0.61
121,total,7352.0,1085.0,544.0,541.0,0.51,0.21,0.77,0.54,2017,hawaii,0.55
122,native,6.0,,,,,,,,2017,hawaii,0.55
123,asian,2754.0,1100.0,544.0,556.0,0.56,0.2,0.77,0.6,2017,hawaii,0.55
124,black,74.0,1021.0,525.0,497.0,0.3,0.28,0.72,0.3,2017,hawaii,0.55
125,latino,1047.0,1055.0,537.0,518.0,0.41,0.22,0.77,0.43,2017,hawaii,0.55
126,pacific,637.0,984.0,494.0,490.0,0.29,0.41,0.55,0.33,2017,hawaii,0.55
127,white,726.0,1141.0,583.0,558.0,0.63,0.11,0.88,0.65,2017,hawaii,0.55
128,multi,1898.0,1105.0,556.0,549.0,0.57,0.16,0.82,0.59,2017,hawaii,0.55
129,no_race,210.0,992.0,502.0,490.0,0.29,0.39,0.58,0.32,2017,hawaii,0.55
130,female,4059.0,1076.0,545.0,530.0,0.48,0.21,0.77,0.49,2017,hawaii,0.55
131,male,3293.0,1096.0,543.0,553.0,0.56,0.2,0.76,0.6,2017,hawaii,0.55
132,total,18757.0,1005.0,513.0,493.0,0.34,0.35,0.63,0.36,2017,idaho,0.93
133,native,266.0,891.0,452.0,438.0,0.16,0.64,0.35,0.17,2017,idaho,0.93
134,asian,316.0,1106.0,544.0,561.0,0.51,0.21,0.72,0.58,2017,idaho,0.93
135,black,181.0,882.0,453.0,430.0,0.13,0.59,0.39,0.14,2017,idaho,0.93
136,latino,2821.0,922.0,471.0,452.0,0.17,0.55,0.44,0.19,2017,idaho,0.93
137,pacific,44.0,976.0,492.0,484.0,0.34,0.41,0.55,0.39,2017,idaho,0.93
138,white,12578.0,1037.0,529.0,508.0,0.4,0.28,0.7,0.42,2017,idaho,0.93
139,multi,468.0,1032.0,527.0,505.0,0.38,0.28,0.7,0.4,2017,idaho,0.93
140,no_race,2083.0,929.0,473.0,455.0,0.19,0.49,0.49,0.21,2017,idaho,0.93
141,female,9392.0,1007.0,519.0,488.0,0.32,0.33,0.66,0.33,2017,idaho,0.93
142,male,9365.0,1003.0,506.0,497.0,0.35,0.37,0.6,0.38,2017,idaho,0.93
143,total,12402.0,1115.0,559.0,556.0,0.55,0.26,0.72,0.56,2017,illinois,0.09
144,native,39.0,928.0,471.0,457.0,0.23,0.59,0.41,0.23,2017,illinois,0.09
145,asian,1250.0,1295.0,628.0,667.0,0.82,0.06,0.9,0.86,2017,illinois,0.09
146,black,1296.0,958.0,488.0,470.0,0.26,0.5,0.49,0.27,2017,illinois,0.09
147,latino,2991.0,980.0,495.0,485.0,0.29,0.45,0.53,0.31,2017,illinois,0.09
148,pacific,6.0,,,,,,,,2017,illinois,0.09
149,white,5433.0,1220.0,612.0,608.0,0.76,0.09,0.9,0.77,2017,illinois,0.09
150,multi,450.0,1168.0,586.0,582.0,0.64,0.17,0.81,0.66,2017,illinois,0.09
151,no_race,937.0,894.0,453.0,441.0,0.16,0.64,0.35,0.18,2017,illinois,0.09
152,female,6369.0,1104.0,559.0,545.0,0.52,0.26,0.73,0.54,2017,illinois,0.09
153,male,6033.0,1126.0,559.0,567.0,0.57,0.27,0.71,0.59,2017,illinois,0.09
154,total,45622.0,1074.0,542.0,532.0,0.49,0.21,0.77,0.51,2017,indiana,0.63
155,native,130.0,1008.0,514.0,494.0,0.32,0.31,0.67,0.35,2017,indiana,0.63
156,asian,1348.0,1157.0,565.0,592.0,0.64,0.17,0.78,0.69,2017,indiana,0.63
157,black,4266.0,942.0,479.0,463.0,0.19,0.5,0.48,0.21,2017,indiana,0.63
158,latino,4398.0,1008.0,509.0,499.0,0.34,0.34,0.64,0.36,2017,indiana,0.63
159,pacific,22.0,1100.0,552.0,548.0,0.5,0.14,0.86,0.5,2017,indiana,0.63
160,white,33091.0,1099.0,554.0,544.0,0.55,0.16,0.82,0.57,2017,indiana,0.63
161,multi,1427.0,1081.0,549.0,532.0,0.5,0.19,0.79,0.52,2017,indiana,0.63
162,no_race,940.0,999.0,508.0,492.0,0.29,0.36,0.62,0.31,2017,indiana,0.63
163,female,25441.0,1059.0,540.0,519.0,0.44,0.22,0.76,0.46,2017,indiana,0.63
164,male,20181.0,1093.0,545.0,548.0,0.56,0.2,0.77,0.59,2017,indiana,0.63
165,total,861.0,1275.0,641.0,635.0,0.81,0.05,0.93,0.82,2017,iowa,0.02
166,native,1.0,,,,,,,,2017,iowa,0.02
167,asian,125.0,1305.0,627.0,678.0,0.86,0.05,0.89,0.92,2017,iowa,0.02
168,black,28.0,1067.0,538.0,529.0,0.36,0.32,0.64,0.39,2017,iowa,0.02
169,latino,58.0,1207.0,611.0,597.0,0.76,0.05,0.93,0.78,2017,iowa,0.02
170,pacific,1.0,,,,,,,,2017,iowa,0.02
171,white,582.0,1293.0,655.0,638.0,0.83,0.03,0.96,0.84,2017,iowa,0.02
172,multi,38.0,1254.0,633.0,621.0,0.76,0.11,0.89,0.76,2017,iowa,0.02
173,no_race,28.0,1173.0,596.0,577.0,0.71,0.04,0.96,0.71,2017,iowa,0.02
174,female,461.0,1253.0,637.0,617.0,0.79,0.05,0.94,0.8,2017,iowa,0.02
175,male,400.0,1301.0,645.0,655.0,0.83,0.05,0.93,0.85,2017,iowa,0.02
176,total,1199.0,1260.0,632.0,628.0,0.8,0.06,0.92,0.82,2017,kansas,0.04
177,native,1.0,,,,,,,,2017,kansas,0.04
178,asian,178.0,1306.0,619.0,687.0,0.8,0.03,0.86,0.92,2017,kansas,0.04
179,black,53.0,1046.0,533.0,514.0,0.4,0.17,0.81,0.42,2017,kansas,0.04
180,latino,105.0,1182.0,597.0,585.0,0.71,0.13,0.86,0.72,2017,kansas,0.04
181,pacific,1.0,,,,,,,,2017,kansas,0.04
182,white,767.0,1284.0,650.0,634.0,0.85,0.03,0.96,0.86,2017,kansas,0.04
183,multi,65.0,1238.0,627.0,611.0,0.75,0.08,0.91,0.77,2017,kansas,0.04
184,no_race,29.0,1108.0,569.0,539.0,0.52,0.34,0.66,0.52,2017,kansas,0.04
185,female,609.0,1235.0,627.0,608.0,0.75,0.06,0.92,0.77,2017,kansas,0.04
186,male,590.0,1287.0,637.0,649.0,0.85,0.05,0.92,0.87,2017,kansas,0.04
187,total,1608.0,1247.0,631.0,616.0,0.79,0.06,0.93,0.8,2017,kentucky,0.04
188,native,3.0,,,,,,,,2017,kentucky,0.04
189,asian,148.0,1286.0,616.0,670.0,0.88,0.04,0.93,0.91,2017,kentucky,0.04
190,black,115.0,1048.0,535.0,513.0,0.41,0.32,0.65,0.43,2017,kentucky,0.04
191,latino,76.0,1191.0,610.0,581.0,0.68,0.09,0.91,0.68,2017,kentucky,0.04
192,pacific,2.0,,,,,,,,2017,kentucky,0.04
193,white,1155.0,1271.0,646.0,625.0,0.84,0.03,0.96,0.84,2017,kentucky,0.04
194,multi,75.0,1209.0,616.0,593.0,0.73,0.11,0.88,0.75,2017,kentucky,0.04
195,no_race,34.0,1169.0,609.0,559.0,0.56,0.06,0.91,0.59,2017,kentucky,0.04
196,female,824.0,1226.0,627.0,599.0,0.76,0.06,0.93,0.76,2017,kentucky,0.04
197,male,784.0,1269.0,635.0,634.0,0.82,0.06,0.93,0.84,2017,kentucky,0.04
198,total,1696.0,1198.0,611.0,586.0,0.69,0.11,0.88,0.69,2017,louisiana,0.04
199,native,5.0,,,,,,,,2017,louisiana,0.04
200,asian,122.0,1281.0,627.0,654.0,0.84,0.06,0.9,0.89,2017,louisiana,0.04
201,black,320.0,1018.0,526.0,492.0,0.34,0.32,0.67,0.35,2017,louisiana,0.04
202,latino,139.0,1209.0,618.0,591.0,0.73,0.08,0.91,0.73,2017,louisiana,0.04
203,pacific,0.0,,,,,,,,2017,louisiana,0.04
204,white,1009.0,1246.0,637.0,609.0,0.78,0.05,0.94,0.78,2017,louisiana,0.04
205,multi,64.0,1215.0,624.0,591.0,0.66,0.05,0.94,0.67,2017,louisiana,0.04
206,no_race,37.0,1095.0,564.0,531.0,0.59,0.16,0.84,0.59,2017,louisiana,0.04
207,female,953.0,1168.0,603.0,566.0,0.63,0.11,0.88,0.64,2017,louisiana,0.04
208,male,743.0,1236.0,623.0,613.0,0.75,0.1,0.88,0.76,2017,louisiana,0.04
209,total,13826.0,1012.0,513.0,499.0,0.37,0.35,0.63,0.39,2017,maine,0.95
210,native,158.0,896.0,456.0,440.0,0.15,0.58,0.39,0.18,2017,maine,0.95
211,asian,428.0,1140.0,536.0,603.0,0.6,0.14,0.72,0.73,2017,maine,0.95
212,black,396.0,894.0,451.0,442.0,0.16,0.59,0.38,0.19,2017,maine,0.95
213,latino,337.0,1004.0,512.0,493.0,0.33,0.34,0.63,0.36,2017,maine,0.95
214,pacific,5.0,,,,,,,,2017,maine,0.95
215,white,10680.0,1033.0,525.0,508.0,0.41,0.31,0.68,0.42,2017,maine,0.95
216,multi,235.0,1090.0,556.0,534.0,0.5,0.16,0.82,0.52,2017,maine,0.95
217,no_race,1587.0,868.0,441.0,427.0,0.12,0.65,0.34,0.14,2017,maine,0.95
218,female,6660.0,1020.0,523.0,496.0,0.36,0.31,0.67,0.38,2017,maine,0.95
219,male,7166.0,1006.0,504.0,502.0,0.37,0.38,0.59,0.4,2017,maine,0.95
220,total,42919.0,1060.0,536.0,524.0,0.46,0.28,0.7,0.48,2017,maryland,0.69
221,native,148.0,968.0,491.0,477.0,0.24,0.43,0.54,0.26,2017,maryland,0.69
222,asian,2945.0,1172.0,574.0,598.0,0.68,0.13,0.82,0.73,2017,maryland,0.69
223,black,14137.0,946.0,483.0,463.0,0.21,0.48,0.5,0.23,2017,maryland,0.69
224,latino,4247.0,1024.0,519.0,504.0,0.37,0.33,0.65,0.38,2017,maryland,0.69
225,pacific,35.0,1006.0,503.0,503.0,0.54,0.29,0.71,0.54,2017,maryland,0.69
226,white,18215.0,1144.0,577.0,567.0,0.65,0.12,0.86,0.67,2017,maryland,0.69
227,multi,1734.0,1112.0,564.0,547.0,0.55,0.18,0.82,0.56,2017,maryland,0.69
228,no_race,1458.0,951.0,484.0,468.0,0.24,0.48,0.5,0.26,2017,maryland,0.69
229,female,22675.0,1050.0,537.0,513.0,0.43,0.27,0.71,0.44,2017,maryland,0.69
230,male,20244.0,1071.0,535.0,536.0,0.5,0.28,0.69,0.52,2017,maryland,0.69
231,total,56024.0,1107.0,555.0,551.0,0.57,0.2,0.78,0.59,2017,massachusetts,0.76
232,native,117.0,982.0,494.0,488.0,0.3,0.42,0.56,0.32,2017,massachusetts,0.76
233,asian,4113.0,1188.0,570.0,617.0,0.71,0.13,0.8,0.78,2017,massachusetts,0.76
234,black,4574.0,962.0,483.0,479.0,0.27,0.47,0.5,0.29,2017,massachusetts,0.76
235,latino,7254.0,986.0,495.0,491.0,0.31,0.43,0.54,0.34,2017,massachusetts,0.76
236,pacific,21.0,1122.0,559.0,563.0,0.57,0.24,0.76,0.57,2017,massachusetts,0.76
237,white,36628.0,1142.0,576.0,567.0,0.65,0.12,0.87,0.67,2017,massachusetts,0.76
238,multi,1458.0,1158.0,584.0,574.0,0.65,0.14,0.85,0.67,2017,massachusetts,0.76
239,no_race,1859.0,1017.0,513.0,504.0,0.37,0.34,0.64,0.39,2017,massachusetts,0.76
240,female,29617.0,1093.0,554.0,539.0,0.53,0.2,0.78,0.55,2017,massachusetts,0.76
241,male,26407.0,1122.0,557.0,565.0,0.61,0.19,0.78,0.64,2017,massachusetts,0.76
242,total,110082.0,1005.0,509.0,495.0,0.36,0.38,0.61,0.37,2017,michigan,1.0
243,native,1204.0,896.0,453.0,443.0,0.16,0.61,0.37,0.18,2017,michigan,1.0
244,asian,3713.0,1162.0,566.0,596.0,0.65,0.17,0.77,0.71,2017,michigan,1.0
245,black,12604.0,885.0,453.0,432.0,0.12,0.63,0.35,0.13,2017,michigan,1.0
246,latino,8510.0,938.0,477.0,461.0,0.22,0.51,0.48,0.24,2017,michigan,1.0
247,pacific,97.0,944.0,479.0,465.0,0.27,0.51,0.47,0.29,2017,michigan,1.0
248,white,66776.0,1054.0,534.0,520.0,0.45,0.26,0.72,0.47,2017,michigan,1.0
249,multi,4216.0,1015.0,517.0,498.0,0.36,0.34,0.64,0.38,2017,michigan,1.0
250,no_race,12962.0,872.0,444.0,428.0,0.12,0.65,0.33,0.13,2017,michigan,1.0
251,female,55225.0,1006.0,515.0,491.0,0.34,0.35,0.63,0.35,2017,michigan,1.0
252,male,54857.0,1003.0,503.0,500.0,0.37,0.4,0.58,0.39,2017,michigan,1.0
253,total,2061.0,1295.0,644.0,651.0,0.86,0.04,0.94,0.88,2017,minnesota,0.03
254,native,3.0,,,,,,,,2017,minnesota,0.03
255,asian,426.0,1309.0,623.0,686.0,0.88,0.03,0.9,0.94,2017,minnesota,0.03
256,black,102.0,1073.0,546.0,527.0,0.45,0.2,0.77,0.48,2017,minnesota,0.03
257,latino,98.0,1225.0,621.0,604.0,0.77,0.05,0.93,0.79,2017,minnesota,0.03
258,pacific,0.0,,,,,,,,2017,minnesota,0.03
259,white,1293.0,1315.0,660.0,654.0,0.89,0.02,0.97,0.9,2017,minnesota,0.03
260,multi,84.0,1314.0,657.0,657.0,0.87,0.04,0.96,0.87,2017,minnesota,0.03
261,no_race,55.0,1244.0,627.0,617.0,0.71,0.05,0.85,0.8,2017,minnesota,0.03
262,female,1025.0,1276.0,640.0,636.0,0.84,0.03,0.95,0.86,2017,minnesota,0.03
263,male,1036.0,1314.0,648.0,666.0,0.87,0.04,0.94,0.9,2017,minnesota,0.03
264,total,716.0,1242.0,634.0,607.0,0.77,0.05,0.94,0.78,2017,mississippi,0.02
265,native,2.0,,,,,,,,2017,mississippi,0.02
266,asian,64.0,1331.0,654.0,677.0,0.95,0.0,0.98,0.97,2017,mississippi,0.02
267,black,123.0,1076.0,557.0,519.0,0.46,0.2,0.79,0.46,2017,mississippi,0.02
268,latino,29.0,1230.0,634.0,596.0,0.66,0.03,0.97,0.66,2017,mississippi,0.02
269,pacific,0.0,,,,,,,,2017,mississippi,0.02
270,white,450.0,1282.0,655.0,627.0,0.86,0.02,0.98,0.87,2017,mississippi,0.02
271,multi,30.0,1179.0,610.0,569.0,0.63,0.1,0.9,0.63,2017,mississippi,0.02
272,no_race,18.0,1229.0,638.0,591.0,0.5,0.06,0.94,0.5,2017,mississippi,0.02
273,female,406.0,1216.0,627.0,590.0,0.72,0.05,0.94,0.73,2017,mississippi,0.02
274,male,310.0,1275.0,645.0,630.0,0.83,0.06,0.93,0.84,2017,mississippi,0.02
275,total,1990.0,1271.0,640.0,631.0,0.81,0.06,0.93,0.82,2017,missouri,0.03
276,native,5.0,,,,,,,,2017,missouri,0.03
277,asian,274.0,1341.0,645.0,697.0,0.9,0.03,0.92,0.95,2017,missouri,0.03
278,black,166.0,1045.0,535.0,510.0,0.4,0.3,0.68,0.42,2017,missouri,0.03
279,latino,98.0,1190.0,608.0,582.0,0.72,0.13,0.86,0.73,2017,missouri,0.03
280,pacific,3.0,,,,,,,,2017,missouri,0.03
281,white,1296.0,1296.0,657.0,639.0,0.86,0.02,0.97,0.87,2017,missouri,0.03
282,multi,103.0,1285.0,644.0,641.0,0.84,0.02,0.98,0.84,2017,missouri,0.03
283,no_race,45.0,1123.0,580.0,543.0,0.47,0.18,0.82,0.47,2017,missouri,0.03
284,female,1057.0,1250.0,637.0,613.0,0.79,0.05,0.94,0.79,2017,missouri,0.03
285,male,933.0,1295.0,643.0,652.0,0.84,0.06,0.92,0.86,2017,missouri,0.03
286,total,990.0,1196.0,605.0,591.0,0.74,0.06,0.92,0.76,2017,montana,0.1
287,native,6.0,,,,,,,,2017,montana,0.1
288,asian,24.0,1184.0,584.0,600.0,0.79,0.04,0.88,0.88,2017,montana,0.1
289,black,3.0,,,,,,,,2017,montana,0.1
290,latino,42.0,1136.0,581.0,555.0,0.62,0.12,0.88,0.62,2017,montana,0.1
291,pacific,0.0,,,,,,,,2017,montana,0.1
292,white,844.0,1198.0,605.0,593.0,0.74,0.05,0.93,0.76,2017,montana,0.1
293,multi,35.0,1219.0,619.0,600.0,0.83,0.0,0.97,0.86,2017,montana,0.1
294,no_race,36.0,1241.0,645.0,596.0,0.75,0.06,0.94,0.75,2017,montana,0.1
